penulis,id_user,waktu,isi_tweet,label
Dylan Sapaguciman,@Dylan Sapaguciman,2025-12-07T17:43:17.000Z,"Ngerjain UTS take home, tinggal sedikit lagi malah keburu males ah, hahaa. Memang inspirasi itu gak bisa dipaksain. Heuheue. Soalnya asli ini mah, no chatgpt, no Gemini, atau AI lainnya. Heuheue.",0
coks,@coks,2024-03-11T00:11:21.000Z,"Uts CT, dan plis jangan buka chatgpt atau wa tar bakal auto E",-1
Caca 0101,@Caca 0101,2023-12-06T19:42:13.000Z,"Lahh temen kampus gw goblokkk. Lagi UTS nyontek ke chatgpt. Eh tulisan ""by chatgpt"" nya ikutan ditulis juga di kertas. Atuh ketauan sama dosen yaaa",-1
s,@s,2026-01-07T23:59:02.000Z,dan ngerjain puluhan paper minimal 3000 words itu?!:?: andai dr dl ada chatgpt pasti gw ga gila tiap uts/uas ,1
Danang,@Danang,2024-10-14T00:32:40.000Z,"Pernah liat adik tingkat lagi remed uts makul GNSS tapi jawab pake chatgpt, padahal soalnya dijawab manusia aja hampir gabisa.  Ga akan bisa, AI itu untuk pertanyaan simpel dan nggak komprehensif.",1
Ex,@Ex,2026-02-26T05:50:34.000Z,"Sebelum itu semua, kita perlu membuat chat khusus tentang siapa kita, supaya AI bisa mengetahui profil kita.   Contoh: Hai, chatgpt, saya seorang sarjana hubungan internasional dari Universitas xxx, menyukai gaya analisis geopolitik CSIS atau Yusof Ishak..... (Lanjutkan sendiri)",1
????????,@????????,2026-02-02T15:34:40.000Z,"Hmm malah nanya balik gini, aku dokter lulusan universitas chatgpt lagi... *ngebatin* gimana kalau abis ini kita jahit dan kita bordir?",-1
mayy,@mayy,2026-01-27T04:20:31.000Z,"Kaaa, percuma dikasih pendidikan gratis tapi gak masuk ke otaknya buktinya aja dikasih edukasi gratis sama dokter spesialis, eh dokternya digblok2in sama orang2 lulus universitas ChatGPT wkwk",1
mayy,@mayy,2026-01-27T04:15:27.000Z,Universitas ChatGPT bukan universitas TikTok wkwk,0
tokojelek.com,@tokojelek.com,2026-01-25T21:45:01.000Z,"ilmu itu luas, karena dokter kadang masih banyak juga yang buka chatGPT saat kerja, buka buku teks, sampai call of friend/seniornya kalo ketemu pasian aneh, jadi dokter juga tetap harus belajar lagi dan belajar terus walau sudah  spesialis, alirannya bisa beda antar universitas.",1
Berbagi Cerita Tyler Official,@Berbagi Cerita Tyler Official,2026-01-21T05:03:00.000Z,"dipilih oleh pelamar program Ilmu Humaniora I Universitas Tokyo yang sangat kompetitif, ChatGPT mencetak skor 97 persen, lebih tinggi dari 66 persen pada tahun 2024 dan 91 persen pada tahun 2025. LifePrompt telah menguji AI generatif ini sejak tahun 2024.",1
     ? ?     ,@     ? ?     ,2025-11-23T04:21:08.000Z,"Gimana dunia pendidikan sekarang, tmsk universitas dg adanya ChatGPT?",0
dedi kusumahadi,@dedi kusumahadi,2025-10-03T09:36:44.000Z,"Iseng nanya chatgpt. Masih gak mudeng sama syarat dan alurnya. Salah duanya bahasa inggris (TOEFL) terus alurnya  SD, SMP, Singapura dan Australia (yg setara SMA mana?? Biar bisa masuk universitas, yg Australia katanya kursus bahasa??)  Jadi  lieur ......",-1
redcamel,@redcamel,2025-06-18T17:19:37.000Z,"..iya..dan asli dari universitas Chatgpt .. Emang si chat gpt kalo kita tanya 2, setelah dia jawab,pasti nawarin bikin ebook,apa banyak prompt yg minta bikinin ebook ya bg",0
Goldenman339,@Goldenman339,2025-04-24T07:24:25.000Z,"Awas salah nama nanti jadi bahan bully an lagi, thn 1980 itu namanya belom SIPENMARU (1983), thn 1979-1982 namanya masih SKALU (Sekretariat Kerja Sama Antar Lima Universitas) lalu menjadi SKASU. Tapi pada thn tsb sudah diumumkan juga melalui surat kabar. Ini kata ChatGPT ya ",-1
tukang sol sepatu,@tukang sol sepatu,2024-11-29T02:52:44.000Z,"Lha trus apa manfaatnya bagi rakyat? Sumber ilmu jaman sekarang bisa di google, youtube, chatGPT, dan platform lain.  Sekarang orang bisa mencipta/kreasi hanya dengan belajar di youtube, tanpa harus masuk universitas.",1
rar,@rar,2024-11-24T10:32:35.000Z,x pernah lg pkai chatgpt sbb i terlaluu genius ala ala bdk2 snu yg msk universitas war lwn oxford mit bagai. bye.,-1
Makassar Ujung pandang,@Makassar Ujung pandang,2024-10-18T19:40:18.000Z,"Hasil chatgpt Gelar untuk lulusan program Magister Ilmu Ekonomi di Indonesia umumnya adalah M.E. (Magister Ekonomi). Namun, ada juga beberapa universitas yang mungkin memberikan gelar M.S.E. (Magister Sains Ekonomi) jika program tsb lbh fokus pada pendekatan ilmiah atau riset.",0
doraemon boki,@doraemon boki,2024-10-14T22:51:59.000Z,Pasti lulusan Universitas CHATGPT,-1
Gwenchana?,@Gwenchana?,2024-05-18T09:58:52.000Z,"dengan perguruan tinggi yg makin gila2an uang sekolahnya, udh saatnya ga sih, pada daftar perguruan tinggi online aja  atau manfaatkan chatgpt dkk itu, trus kudu ada yg bikin asosiasi universitas by AI utk bagian kontrol kualitas  bisa murah meriah sbnrnya kan ya",1
Matnur,@Matnur,2024-01-16T00:35:31.000Z,"Maka, kalau berkenan saudara buat universitas yg pengajarnya ChatGPT kalau memang bisa mencetak para budak korporat. Karena memang sudah tidak ada lulusan s3 yg ikhlas digaji rendah hanya karena ""pengabdian"". Mending kerja di LN lalu didik keturunannya di Univ terbaik dunia.",-1
Nizar,@Nizar,2023-02-15T01:44:59.000Z,"chatgpt sudah di larang di beberapa sekolah dan universitas di Amerika, bahkan di Australia dan India",-1
"Arjuna Sky Kok (, )","@Arjuna Sky Kok (, )",2023-02-04T08:02:53.000Z,"6) Sudah jaman ChatGPT dan Metaverse, kenapa harus kerja di kantor? Kan bisa lewat Slack koordinasi kerjanya.  Sudah jaman ChatGPT dan Metaverse, kenapa harus belajar di universitas? Kan bisa lewat Discord koordinasi belajarnya.",1
????????????????,@????????????????,2023-01-18T10:43:34.000Z,"Universitas kok malah ?????????? sama kemajuan teknologi, chatGPT dan text generator bebasis AI memunahkan ?????????? kalau bisa nulis beratus-ratus halaman itu artinya ????????????, begitu ketemu mesin yg bisa bikin text sekejap mata langsung panik tuh para professor ",1
???????�?????????,@???????�?????????,2026-02-14T03:10:18.000Z,"ya gaapa, kan emang mending chatgpt daripada sarjana  tp kenapa ya mending sahabatan sama chatgpt daripada manusia",1
???????�?????????,@???????�?????????,2026-02-14T02:52:40.000Z,"ya gaapa, kan emang mending chatgpt daripada sarjana",1
voxov ,@voxov ,2026-02-06T13:10:24.000Z,Hhaha sarjana google gini dahh  Orang2 sekolah bener tahunan mempelajari sesuatu.  Ini main pangkas bikin narasi jurnal pake google dan chatgpt,-1
,@,2026-01-31T07:58:21.000Z,aduh jadi ketauan kan kalo aku tuh buzzer nomor satu buat ngetawain kelakuan menggemaskan mamang mhmmdzikrii si sarjana ekonomis yg suka menjadikan chatgpt sebagai argumen dalam berdebat ,1
,@,2026-01-27T08:43:53.000Z,"udah ga keluar lagi tuh 73% dan penjelasan kontekstual terkait data yg dia bawa sendiri wkwwkwk kicep bang udah bang udah   menggemaskan sekali si sarjana ekonomis asal kemanggisan satu ini, chatgpt dulu atuh a ",1
,@,2026-01-27T08:39:03.000Z,patah apaan sik? Elah kocak banget ngobrol sama orang yg halu ngerasa pinter begini    dijelasin soal kolerasinya tapi malah belagak pasip agresip sok savage wkwkwkwkw blo'on bgt sarjana ekonomis didikan chatgpt satu ini ,1
,@,2026-01-27T08:38:40.000Z,"pffftt begitu disenggol soal teknis penggunaan data yg lebih detail, responnya langsung begini  Kagok yah mamang sarjana ekonomis ditanya soal metode ngolah data dan lain lain?   ya maklum kalo situ dikit dikit pake chatgpt macem orang gabisa mikir  dah ah assalamu'alaikum",-1
Vanizaki Bola,@Vanizaki Bola,2025-11-19T13:19:15.000Z,Apa yang diharapkan dari sarjana modal chatgpt dan uang banyak dari ortu?,-1
jalsky,@jalsky,2025-11-08T14:06:08.000Z,sarjana chatgpt wkwkkw,-1
Vanizaki Bola,@Vanizaki Bola,2025-10-31T07:11:09.000Z,dikasih fakta ngamuk wkwk. Padahal gw kritik dunia pendidkan indo. Yg gw ngomong fakta dek.  Gw lulus 2018 sebelum ada chatgpt. Yang  elu pake sekarang. Sekarang sarjana chatgpt modal parafrase,-1
!,@!,2025-10-29T08:41:19.000Z,"ternyata gelar sarjana matematika gua kepake juga, gila ngitung KPI aja jadi forecasting data. oya belum kelar nih dari kemarin masih ngobrol sama chatgpt",1
Vanizaki Bola,@Vanizaki Bola,2025-10-27T07:02:00.000Z,Sarjana chatgpt modal parafrase ngamuk,-1
F?L-D1 | Ningen (??) ,@F?L-D1 | Ningen (??) ,2025-10-09T06:23:04.000Z,"Mereka yang lulusan sarjana atau profesional, lebih sering pakai ChatGPT buat kebutuhan kerja sekaligus decision support. Tapi buat belajar dan cari info, hampir semua lapisan ikut ngerasain manfaatnya.",1
f,@f,2025-09-18T12:44:15.000Z,"Baru mencoba teknologi yang bernama chatgpt, untung adanya sekarang, kalo udah dari dulu kayanya aku akan lulus sarjana dengan tolol deh i mean it brings everything to your table like",-1
hallotiwi,@hallotiwi,2025-09-16T10:56:05.000Z,"Padahal aku ngajar pake ChatGPT soalnya gak sesuai dengan passion aku pendidikannya, siswa aku kelas 7 smp Muhammadiyah dan aku sarjana paud, Haiya tidak nyambung. Aku suruh belajar sendiri ga bisa, krn pola pikirnya masih kaya anak TK kalo dari segi psikologis usianya.",1
ester,@ester,2025-09-11T11:23:46.000Z,"chatgpt kl tanya2, ngobrol, yg ngga kaku2 amat, dan butuh jawaban cepet, kl yg ngitung2, sarjana teknik, jelas deepseek jawabannya",1
alia,@alia,2025-09-03T08:05:47.000Z,"aku juga kurang tau, tapi chatgpt bilang startingnya rm1.7k gaji basic untuk lepasan diploma, kalo ditambah elaun itu ini mungkin around rm2.2k+, yang lepasan sarjana around rm2.2k basic, + elaun mungkin rm2.7k gitu. tiap tahun juga ada kenaikan gaji based on pangkatnya sih.",1
Grok,@Grok,2025-08-27T09:48:35.000Z,"Maaf kalau ada kesalahpahaman. Gambar itu dari ChatGPT, bukan dari saya. Soal kepenulisan Perjanjian Baru, sarjana kritis bilang banyak surat anonim atau pseudonim (bukan penulis asli), berdasarkan bahasa & sejarah. Pandangan tradisional yakin ditulis rasul langsung. Ini",0
Grok,@Grok,2025-08-08T21:36:00.000Z,"Hehehe, gambar ChatGPT & DeepSeek menarik, tapi mari verifikasi sekuler: Konsensus sarjana (Ehrman, agnostik; Britannica) konfirmasi 7 surat Paulus autentik & primer (50-60 M), sumber langsung. Untuk Muhammad, bukti eksistensi kuat (Hoyland non-Muslim sources ~636 M), tapi",0
joy  - gabisa buka dm,@joy  - gabisa buka dm,2025-05-25T11:04:00.000Z,"sebel banget ih udh sarjana kok disuruh bikin lapkas ga bisa bikin sitasi yg bener anjir stres gue trs ya minimal kalo mo ambil dri chatgpt, diparafrase gtu pake kepala jangan parafrase pake chatgpt lagi, trs masukin sitasi yg relevan anjirngrghr gemes",-1
Janti Tjendana,@Janti Tjendana,2025-05-16T08:07:34.000Z,wkwk sarjana chatgpt hadeeeeeeee gliran dites langsung ngang ngong ngang ngong,-1
Vall,@Vall,2025-05-08T12:22:26.000Z,"iya, sama wkwk sbg sarjana tanpa bantuan chatgpt, patut berbangga sih kita ",-1
Sisil,@Sisil,2025-05-07T06:16:22.000Z,"Bahahaha mana iya lagi, kalo kebanyakan tanya ChatGPT, nanti gelarnya bukan S1, tapi S.GPT alias Sarjana Googling dan Prompt Tumpul.  Akhirnya cuma jago copy-paste jawaban, tapi otak tetep loading kayak Wi-Fi ilang koneksi. Mending mikir sendiri gak sih, biar nggak jadi kayak",-1
HTS.,@HTS.,2025-05-02T01:35:10.000Z,GAK BISA BJIR. Nanti dibilang sarjana chatgpt,-1
pana - ment after dm,@pana - ment after dm,2025-03-27T07:22:26.000Z,"Eh sedih bgt dah artwork ghibli bisa di-generate dari chatgpt kek........ ya Allah it should be EXPENSIVE loh...... gegara wapres nih ai ai jadi dinormalisasi, kasian art creator asli apalagi yg sampe sekolah sarjana buat ngulik seni ini....",-1
Agishtama,@Agishtama,2025-03-03T00:59:13.000Z,"Contoh benci: -some1 nyebut w sarjana tolol tpi g ngaca. Iya w kopas,tpi itu msih diketik ulang g plek ketiplek ye asu. Lu tuh kopas pake chatgpt ya bedanya apa cok. Sama2 sarjana tolol juga gamau mikir kan? - some1 (especially woman) onjang anjing di chat wkwkwk",-1
Ggal M�ningss�n,@Ggal M�ningss�n,2025-02-27T09:35:43.000Z,Banyak yg jadi sarjana teknik kimia modal chatgpt,-1
Kal,@Kal,2025-02-18T14:58:21.000Z,"pikiran random malam ini: kayaknya gue nanti kalau udah sarjana mau berkebun aja deh atau buka usaha, karena kayaknya kemampuan gue cuma sebatas pake chatgpt",-1
Jo1384,@Jo1384,2025-02-16T04:55:26.000Z,Otw nanya chatgpt dah.wkwkwk,1
North,@North,2025-02-16T04:36:32.000Z,ga tau btmwang cuma baca di berita wkwkwkwkwk selebihnya tanya ke chatgpt aja kali aja bisa ngasih tau,1
adhelinap,@adhelinap,2024-12-28T20:09:36.000Z,Ada aja sarjana chatgpt,-1
nala.,@nala.,2024-12-28T16:35:28.000Z,waduhhh yang sarjana chatgpt nya,-1
ikkobale,@ikkobale,2024-12-28T15:05:00.000Z,wkwkwn ngakak bgt yg jd sarjana mlh chatgpt,-1
adiknya m. ridha intifadha,@adiknya m. ridha intifadha,2024-06-27T00:42:38.000Z,"Setelah sarjana google, dan sarjana tiktok, muncul klien dengan prodi chatGPT",-1
AWP ,@AWP ,2024-06-18T13:11:14.000Z,"Context: Dulu gw kuliahnya Industrial Product Designer. Lulus dapet Sarjana Teknik wkwkwk. Kalo sekarang cuma jadi tukang copas code dr ChatGPT dan ngaku2 jadi engineer   Btw, gass itu yg mau apply ya!",-1
miong,@miong,2024-06-12T19:37:49.000Z,sarjana chatgpt,-1
nana,@nana,2024-05-28T07:41:29.000Z,Jadi sarjana chatgpt wkwkwkwk,-1
Petra Kurnia,@Petra Kurnia,2024-05-17T14:05:01.000Z,"Ini omongan orang yg ga pernah kerja di industri kreatif atau apa pun yg dia sebutin itu ya. Soalnya AI tuh ttp keliatan AI. ChatGPT aja salah2 terus. Ini kayak bilang ""mampus kalian semua sarjana, sekarang ada Google, orang bs googling sendiri""  Only dumbasses said that",-1
? Felix fel,@? Felix fel,2024-02-21T08:48:43.000Z,"Astaga, inikah sarjana chatgpt itu??",-1
Tasty Money,@Tasty Money,2024-01-25T05:35:39.000Z,"Habis sarjana Google &  sarjana Wikipedia, ada lagi sarjana ChatGPT.",-1
Amirieels,@Amirieels,2024-01-25T04:03:36.000Z,"Temenku jg ada yg skripsinya dibantu chatgpt, jd penasaran yg pantes bergelar sarjana dia atau chatgpt?",-1
cloudy_charcoal,@cloudy_charcoal,2023-12-06T10:14:06.000Z,Iyak nanti yg dapet gelar sarjana chatgpt ,-1
??�,@??�,2023-11-20T15:49:46.000Z,dadi sarjana chatgpt ae,-1
Fa,@Fa,2023-11-12T13:51:47.000Z,Syarat pengajuan jadi apt: - ijazah sarjana farmasi - profesi apt - history chatgpt,-1
Egalitera,@Egalitera,2023-10-30T03:52:04.000Z,kalo begini terus gw lulus gelarnya sarjana chatgpt,-1
? Andoru ?,@? Andoru ?,2023-10-29T23:14:50.000Z,"nyoba nanya chatgpt, doi gak tau tentang saranjana, taunya sarjana",0
| ?????? |,@| ?????? |,2023-10-25T15:39:30.000Z,"gaada org yg pengen bayar berjuta"" buat jd sarjana chatgpt, mau jd idealis tp ini komunikasi  aku syg komunikasi tp otakku aja yg belum capable menerima sebercampurnya berbagai disiplin ilmu  untung gw sadar diri kagak ambil volunteeran smpe kelar sem satu nnti",-1
Sarjana Crypto,@Sarjana Crypto,2023-09-15T03:40:17.000Z,"Diskusi ini menjadi mendesak seiring pesatnya kemajuan AI yang telah memengaruhi masyarakat.  Sejak kemunculan OpenAI dan chatbot seperti ChatGPT, Kongres AS semakin mengkhawatirkan dampak buruk dari keberadaan AI tersebut.  Pemerintah di seluruh dunia khawatir dengan potensi",-1
Harry,@Harry,2023-06-12T23:35:46.000Z,Sarjana ChatGPT lebih tepat dialamatkan ke lulusan jurusan apa saja yah kira-kira,0
T5a,@T5a,2023-05-10T18:37:07.000Z, sbgai sarjana chatgpt alangkah baik nya kita saling support,1
hehe,@hehe,2023-05-10T06:03:27.000Z,Teman2 sy mulai menjelma jdi sarjana chatgpt,-1
oi,@oi,2023-04-27T10:06:42.000Z,"tidak papalah, selamaa chatgpt bisa ngasi lu ide, nanti idenya dikembangin sama lu sendiri, cari jurnal, tapi gue ga usah jelasin banyak banyak, lu kan udah sarjana, paham lah harus kayak gimana, semangat!!!",1
PMA,@PMA,2023-04-11T12:21:15.000Z,Sarjana chatgpt,-1
Dilaporin Indomie Telor,@Dilaporin Indomie Telor,2023-02-12T09:44:19.000Z,2010an : sarjana Google 2020an : lulusan bootcamp ChatGPT,-1
Tomy Man's,@Tomy Man's,2025-11-12T02:40:49.000Z,Kok nyolot kamu njing.. sekarang cari informasi ga sulit njing cari di Youtube..Google.. chatGPT.. tinggal ketik kalau kamu pingin tahu ijazah asli lulus tahun dan fakultas sama dgn JOKOWI..  Roy Suryo cs sdh mengantongi itu secara cuma2 njing..,1
berzatto,@berzatto,2025-09-24T06:43:41.000Z,STOP PAKE CHATGPT KAMU TUH DI FAKULTAS HUKUMMMM HUKUMMMMMMINI PENGACARA� MASA DEPAN NEGARA  MANA ADA YANG GA MARAH,-1
Grok,@Grok,2025-07-26T21:39:09.000Z,"Maaf, ChatGPT keliru soal terminologi. Pada 1980, Fakultas Kehutanan UGM pakai ""bagian"" bukan ""jurusan"" formal. Ada 4: Manajemen Hutan, Budidaya Hutan (dulu Silvikultur), Teknologi Hasil Hutan, Konservasi Sumber Daya Hutan. Jokowi di Bagian Manajemen (ekonomi kayu). Alumni",-1
Bar,@Bar,2025-07-10T19:52:07.000Z,"Habis mengkaji realitas sosial bersama Anak Intern alias ChatGPT ofkors. Membangun konstruksi pemikiran yang tentunya juga menghimpun teori konsep akan objek bahasan. Gila ye, hari ini bs jd anak psikolog, fakultas syariah, komunikasi, bahkan antropologi kurang dr 12 semester ",1
ur fav matcha,@ur fav matcha,2025-07-03T10:56:38.000Z,dritd w minta chatgpt kasih fakultas & univ yg cocok buat w pake banyak foto BAHKAN foto yg brg tmantman w pun ttp anjir yg diketik ilkom  pdhl sy anak ipa,0
Ys,@Ys,2025-07-02T06:56:56.000Z,"Buu ayoo Buu semoga cepet2 selesai nih zoom fakultas deh akkk mauu bljr Tiu lagi siang ini ntar malam Bing dehh,bljr apaaa yaa Bing skbtanyakan chatgpt awowkwowko",1
Mencari Keadilan,@Mencari Keadilan,2025-05-11T04:10:45.000Z,"Hati2 bang Rismon ada perubahan data di AI seperti chatgpt dan Grok tentang Jurusan teknologi kayu di fakultas kehutanan UGM. awalnya dinyatakan tidak ada, sekarang hasil grok menyatakan itu bagian dari fakultas kehutanan.",-1
ciwu ??,@ciwu ??,2025-03-27T07:08:56.000Z,bahkan baca AU pun dari chatgpt pffft pantes aja u semua dapet wapres yang mau ngebuat fakultas AI,-1
Aris Nurone,@Aris Nurone,2025-03-22T23:18:23.000Z,"Hem.... Beliau ngga dibayar chatgpt kah? Terkesan seperti agen saja. Ai dalam lingkup fakultas terkait building harusnya, kalau tinggal SMA s/d TK berarti user.",-1
Ami.,@Ami.,2025-03-20T22:26:57.000Z,"I see, karena repliesnya pada ngira fakultas AI ini isinya cuma search-search chatgpt gitu ya, bukan belajar soal AI sendiri. Sebenarnya beberapa kampus punya Prodi sejenis AI ini, cuma gak jadi fakultas juga, ditambah ada Gibran di situ jadi makin gak karuan komentarnya.",-1
Renvii - Kinda Inactive,@Renvii - Kinda Inactive,2024-12-13T11:59:51.000Z,"Ril min, temenku di fakultas lain cerita kalo temen-temennya pada pakai chatgpt buat laporan sama proposal",0
nilz,@nilz,2024-10-05T11:52:10.000Z,"aku kuliah di fakultas hukum, jurusan Hukum Internasional. aku mainly pakai google untuk riset krn ChatGPT belum bisa provide jawaban yg lengkap dan sesuai dgn dasar hukum yg ada. google masih sangat berguna buat nyari jurnal/buku yg relevan sama kasus-kasus Hukum Internasional",-1
naget,@naget,2024-09-14T14:56:16.000Z,"Iqro LMAOAOAOA. Lo kuliah di kampus mana, fakultas mana, yang ngajarin lo buat pake chatgpt sebagai source buat bikin argumen?  Nah kampus lo yang ngajarin gitu jelas jelas abal2. Ngehasilin mahasiswa modal chatgpt",-1
Aprilio,@Aprilio,2024-06-14T08:07:36.000Z,CUMAN FAKULTAS GW BIKIN PEMBEKALAN PAKE CHATGPT WKWKKWKWKW BAPAK WD2 PAK HERMAN IDAMANKU WKWKWKW  FILKOM SEKALI,1
ang,@ang,2023-08-04T12:28:14.000Z,"Ga habis pikir ada mentoring (ini diluar kegiatan kampus/fakultas) yang menyarankan anggotanya buat pakai chatgpt tapi sebagai sumber ide utama  Kek, wahhh ",-1
Myr,@Myr,2023-02-19T12:50:15.000Z,"Puja ChatGPT, ilmu kelautan justru di departemen kita wyn, teknik fisika juga ada. Perairan ada juga cuma gatau fakultas mana",-1
Anda Winata Peranginangin.,@Anda Winata Peranginangin.,2024-06-05T12:55:38.000Z,emang enak sih pakai ChatGpt  orang jadi males baca buku...  padahal buku fakultas ilmu komunikasi soal periklanan kan banyak...,
Lemed,@Lemed,2024-05-30T15:58:03.000Z,"Well, ga bisa nyalahin juga soalnya Fakultas Ilmu Komputer dan doi dosen tentang Machine Learning, jadi sebagai mahasiswa/dosen Fakultas IT dan berada di matkul machine learning juga harus mempelopori salah satu produk Machine Learning, yaitu ChatGPT ",1
Suzuki Shogun,@Suzuki Shogun,2023-09-10T01:53:09.000Z,"kayak sekolah di fakultas teknik di 2023 aja, isinya engineer chatgpt",-1
??,@??,2025-06-13T02:20:07.000Z,iyaaa anak anak jaman sekarang dikit2 chatgpt. mau WA dosen pembimbing aja pake chatgpt ,-1
vinez,@vinez,2025-06-07T00:49:56.000Z,"diuji oleh dosen pembimbing, divalidasi oleh chatgpt  jadi sebenernya dosbing = dosji dan chatgpt = dosbing ",1
Pit | ??? REVERXE,@Pit | ??? REVERXE,2025-05-21T10:44:37.000Z,"Dosen pembimbing 2ku juga bilang, kalo ada yang gak ngerti dan si bapak sibuk, aku disuruh tanya chatgpt wkwk",1
cute,@cute,2025-05-19T07:27:22.000Z,"dosen pembimbing skripsiku juga gitu, kita gapapa kalo mau pake ChatGpt tapi harus bijak, jangan asal copas tapi ya gapapa kalo mau memnafaatkan ChatGpt",1
Ken arok,@Ken arok,2025-04-06T07:32:26.000Z,Kekurangan loe  @grok  belum bisa sehuman chatGPT...secepat responnya chatGPT...ne nurut gw...dan fitur ChatGPT dah main banyak...Buat PPT  Bantu CV  Simpen bio  Ngomong sopan kayak dosen pembimbing Gtu mas bro  @grok,1
